GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A3QJZ7	PRAMEF27	involved_in	GO:0045596	negative regulation of cell differentiation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A3QJZ7	PRAMEF27	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62312|ensembl:ENSMUSP00000062333	9606	Ensembl		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:0048661	positive regulation of smooth muscle cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P38438|ensembl:ENSRNOP00000035501	9606	Ensembl		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:0051138	positive regulation of NK T cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62312|ensembl:ENSMUSP00000062333	9606	Ensembl		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:0060044	negative regulation of cardiac muscle cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P38438|ensembl:ENSRNOP00000035501	9606	Ensembl		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:1905007	positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62312|ensembl:ENSMUSP00000062333	9606	Ensembl		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P38438|ensembl:ENSRNOP00000035501	9606	Ensembl		P
UniProtKB	A3QNQ0	TGFBR2	involved_in	GO:0002053	positive regulation of mesenchymal cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q62312|ensembl:ENSMUSP00000062333	9606	Ensembl		P
UniProtKB	A4D0U5	TES	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027683	9606	InterPro		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0090335	regulation of brown fat cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0045598	regulation of fat cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0051726	regulation of cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:1904651	positive regulation of fat cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D105	RPA3	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQ71|ensembl:ENSMUSP00000012627	9606	Ensembl		P
UniProtKB	A4D105	RPA3	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQ71|ensembl:ENSMUSP00000012627	9606	Ensembl		P
UniProtKB	A4D125	SOSTDC1	involved_in	GO:0010454	negative regulation of cell fate commitment	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9CQN4|ensembl:ENSMUSP00000040230	9606	Ensembl		P
UniProtKB	A4D158	NPY	involved_in	GO:1901215	negative regulation of neuron death	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07808|ensembl:ENSRNOP00000066713	9606	Ensembl		P
UniProtKB	A4D158	NPY	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07808|ensembl:ENSRNOP00000066713	9606	Ensembl		P
UniProtKB	A4D1B1	CD36	involved_in	GO:0010744	positive regulation of macrophage derived foam cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08857|ensembl:ENSMUSP00000133008	9606	Ensembl		P
UniProtKB	A4D1B8	FGL2	involved_in	GO:0043381	negative regulation of memory T cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12804|ensembl:ENSMUSP00000046131	9606	Ensembl		P
UniProtKB	A4D1U7	CLECSF5	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R007|ensembl:ENSMUSP00000121848	9606	Ensembl		P
UniProtKB	A4D1U7	CLECSF5	involved_in	GO:0033033	negative regulation of myeloid cell apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R007|ensembl:ENSMUSP00000121848	9606	Ensembl		P
UniProtKB	A4D218	MAD1L1	involved_in	GO:0007094	mitotic spindle assembly checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008672	9606	InterPro		P
UniProtKB	A4D256	CDC14C	involved_in	GO:0032467	positive regulation of cytokinesis	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000596948|PomBase:SPAC1782.09c|SGD:S000001924	9606	GO_Central		P
UniProtKB	A4D256	CDC14C	involved_in	GO:0007096	regulation of exit from mitosis	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000596948|PomBase:SPAC1782.09c|SGD:S000001924|UniProtKB:Q59NH8	9606	GO_Central		P
UniProtKB	A4D2B0	MBLAC1	involved_in	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	ECO:0000315	IMP	PMID:30507380		9606	UniProt		P
UniProtKB	A4D2F2	HUS1	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007150|InterPro:IPR016580	9606	InterPro		P
UniProtKB	A4D2F2	HUS1	involved_in	GO:0000077	DNA damage checkpoint signaling	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BQY8|ensembl:ENSMUSP00000020683	9606	Ensembl		P
UniProtKB	A4FUA2	SPAG5	involved_in	GO:0051988	regulation of attachment of spindle microtubules to kinetochore	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028728	9606	InterPro		P
UniProtKB	A4GXA9	EME2	involved_in	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001078409|PomBase:SPAPB1E7.06c	9606	GO_Central		P
UniProtKB	A4KYM5	ING4	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028638	9606	InterPro		P
UniProtKB	A4KYM7	ING4	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028638	9606	InterPro		P
UniProtKB	A4LAA3	ATRX	involved_in	GO:0010571	positive regulation of nuclear cell cycle DNA replication	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61687|ensembl:ENSMUSP00000109203	9606	Ensembl		P
UniProtKB	A4QPA9	MAP2K1	involved_in	GO:0045597	positive regulation of cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P31938|ensembl:ENSMUSP00000005066	9606	Ensembl		P
UniProtKB	A4QPA9	MAP2K1	involved_in	GO:0050772	positive regulation of axonogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P31938|ensembl:ENSMUSP00000005066	9606	Ensembl		P
UniProtKB	A5HB94	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB94	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB94	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB95	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB95	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB95	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB96	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB96	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB96	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB97	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB97	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5HB97	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM6	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM6	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM6	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM7	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM7	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM7	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM8	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM8	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM8	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM9	APC	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM9	APC	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUM9	APC	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A5JUZ3	GADD45A	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024824	9606	InterPro		P
UniProtKB	A5YM40	TGFB3	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q07258|ensembl:ENSRNOP00000013516	9606	Ensembl		P
UniProtKB	A5YM40	TGFB3	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q07258|ensembl:ENSRNOP00000013516	9606	Ensembl		P
UniProtKB	A5YM44	APAF1	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001315	9606	InterPro		P
UniProtKB	A6H8Y5	NBN	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040227	9606	InterPro		P
UniProtKB	A6NC98	CCDC88B	involved_in	GO:0042102	positive regulation of T cell proliferation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q4QRL3	9606	UniProt		P
UniProtKB	A6NC98	CCDC88B	involved_in	GO:0042102	positive regulation of T cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4QRL3|ensembl:ENSMUSP00000109067	9606	Ensembl		P
UniProtKB	A6NCL1	GMNC	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1927344|PANTHER:PTN000332476|UniProtKB:F1NW42|UniProtKB:O75496	9606	GO_Central		P
UniProtKB	A6NCS4	NKX2-6	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43688|ensembl:ENSMUSP00000049898	9606	Ensembl		P
UniProtKB	A6NCS4	NKX2-6	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43688|ensembl:ENSMUSP00000049898	9606	Ensembl		P
UniProtKB	A6NCS4	NKX2-6	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P43688	9606	BHF-UCL		P
UniProtKB	A6NCS4	NKX2-6	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P43688	9606	BHF-UCL		P
UniProtKB	A6NCW0	USP17L3	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0260936|PANTHER:PTN002541928|UniProtKB:Q0WX57|UniProtKB:Q6R6M4	9606	GO_Central		P
UniProtKB	A6NCW7	USP17L4	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0260936|PANTHER:PTN002541928|UniProtKB:Q0WX57|UniProtKB:Q6R6M4	9606	GO_Central		P
UniProtKB	A6NDR6	MEIS3P1	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001235|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		P
UniProtKB	A6NDV4	TMEM8B	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000304	TAS	PMID:15498789		9606	HGNC-UCL		P
UniProtKB	A6NF83	NUPR2	involved_in	GO:0045786	negative regulation of cell cycle	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1891834|PANTHER:PTN000425213|UniProtKB:O60356	9606	GO_Central		P
UniProtKB	A6NF83	NUPR2	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1891834|PANTHER:PTN000425213|UniProtKB:A6NF83	9606	GO_Central		P
UniProtKB	A6NF83	NUPR2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000314	IDA	PMID:25899918		9606	UniProt		P
UniProtKB	A6NF83	NUPR2	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000314	IDA	PMID:25899918		9606	UniProt		P
UniProtKB	A6NFD8	HELT	involved_in	GO:0050767	regulation of neurogenesis	ECO:0000318	IBA	PMID:21873635	FB:FBgn0002609|FB:FBgn0002733|FB:FBgn0002735|FB:FBgn0010109|MGI:MGI:104853|MGI:MGI:104876|MGI:MGI:104877|PANTHER:PTN000105428|RGD:62081|ZFIN:ZDB-GENE-011213-1|ZFIN:ZDB-GENE-030131-2376|ZFIN:ZDB-GENE-040824-4|ZFIN:ZDB-GENE-980526-144|ZFIN:ZDB-GENE-980526-204|ZFIN:ZDB-GENE-990415-90	9606	GO_Central		P
UniProtKB	A6NG31	PLAAT4	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033210	9606	InterPro		P
UniProtKB	A6NGN4	PRAMEF25	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A6NGN4	PRAMEF25	involved_in	GO:0045596	negative regulation of cell differentiation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A6NGN4	PRAMEF25	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026271	9606	InterPro		P
UniProtKB	A6NGQ2	OOEP	involved_in	GO:0045836	positive regulation of meiotic nuclear division	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9CWE6	9606	UniProt		P
UniProtKB	A6NHG8	TRAF3	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012227	9606	InterPro		P
UniProtKB	A6NHP3	SPDYE2B	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020984	9606	InterPro		P
UniProtKB	A6NIY4	SPDYE5	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020984	9606	InterPro		P
UniProtKB	A6NJ46	NKX6-3	involved_in	GO:0030857	negative regulation of epithelial cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3UHX8|ensembl:ENSMUSP00000071517	9606	Ensembl		P
UniProtKB	A6NJR5	A6NJR5	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020984	9606	InterPro		P
UniProtKB	A6NJT0	UNCX	involved_in	GO:0045595	regulation of cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O08934|ensembl:ENSMUSP00000134067	9606	Ensembl		P
UniProtKB	A6NK88	CDKN1C	enables	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003175|InterPro:IPR029842	9606	InterPro		F
UniProtKB	A6NK88	CDKN1C	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003175	9606	InterPro		P
UniProtKB	A6NK88	CDKN1C	involved_in	GO:0007346	regulation of mitotic cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029842	9606	InterPro		P
UniProtKB	A6NK88	CDKN1C	involved_in	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000366	IEA	GO_REF:0000108	GO:0004861	9606	GOC		P
UniProtKB	A6NK88	CDKN1C	involved_in	GO:0051726	regulation of cell cycle	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00029144	9606	UniProt		P
UniProtKB	A6NK89	RASSF10	involved_in	GO:0050769	positive regulation of neurogenesis	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8BL43	9606	UniProt		P
UniProtKB	A6NK89	RASSF10	involved_in	GO:2000179	positive regulation of neural precursor cell proliferation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8BL43	9606	UniProt		P
UniProtKB	A6NK89	RASSF10	involved_in	GO:0050769	positive regulation of neurogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BL43|ensembl:ENSMUSP00000138103	9606	Ensembl		P
UniProtKB	A6NK89	RASSF10	involved_in	GO:2000179	positive regulation of neural precursor cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BL43|ensembl:ENSMUSP00000138103	9606	Ensembl		P
UniProtKB	A6NKU9	SPDYE3	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020984	9606	InterPro		P
UniProtKB	A6NLD2	A6NLD2	involved_in	GO:0048662	negative regulation of smooth muscle cell proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027089	9606	InterPro		P
UniProtKB	A6NLX3	SPDYE4	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020984	9606	InterPro		P
UniProtKB	A6NNV3	SPDYE16	involved_in	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020984	9606	InterPro		P
UniProtKB	A6NNY8	USP27X	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8CEG8	9606	UniProt		P
UniProtKB	A6NNY8	USP27X	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CEG8|ensembl:ENSMUSP00000139402	9606	Ensembl		P
UniProtKB	A6XAA7	GREM1	involved_in	GO:0045668	negative regulation of osteoblast differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35793|ensembl:ENSRNOP00000084612	9606	Ensembl		P
UniProtKB	A6XAA7	GREM1	involved_in	GO:2000727	positive regulation of cardiac muscle cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70326|ensembl:ENSMUSP00000097170	9606	Ensembl		P
UniProtKB	A7E2A2	APAF1	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001315	9606	InterPro		P
UniProtKB	A7J384	CARD15	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001315	9606	InterPro		P
UniProtKB	A7K6Y5	CABL1	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012388	9606	InterPro		P
UniProtKB	A7MBN2	TNC	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033078	9606	InterPro		P
UniProtKB	A7UKX7	mdm2	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKX7	mdm2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKX8	MDM2	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKX8	MDM2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKX9	mdm2	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKX9	mdm2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKY0	mdm2	involved_in	GO:0043066	negative regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A7UKY0	mdm2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016495	9606	InterPro		P
UniProtKB	A8ASI8	BID	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020728|InterPro:IPR036834	9606	InterPro		P
UniProtKB	A8ASI8	BID	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010479	9606	InterPro		P
UniProtKB	A8ASI8	BID	involved_in	GO:0042127	regulation of cell population proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8ASI8	BID	involved_in	GO:2001235	positive regulation of apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8ASI8	BID	involved_in	GO:0042981	regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8ASI8	BID	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8ASI8	BID	involved_in	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8ASI8	BID	involved_in	GO:2000045	regulation of G1/S transition of mitotic cell cycle	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8ASI8	BID	involved_in	GO:2000271	positive regulation of fibroblast apoptotic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8IE48	GABPA	involved_in	GO:0045653	negative regulation of megakaryocyte differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q00422|ensembl:ENSMUSP00000009120	9606	Ensembl		P
UniProtKB	A8K033	NUMBL	involved_in	GO:0050769	positive regulation of neurogenesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001303789	9606	UniProt		P
UniProtKB	A8K0K2	A8K0K2	involved_in	GO:0043065	positive regulation of apoptotic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A8K0K2	A8K0K2	involved_in	GO:0051726	regulation of cell cycle	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A8K0K2	A8K0K2	involved_in	GO:0008285	negative regulation of cell population proliferation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026836	9606	InterPro		P
UniProtKB	A8K0R3	OGN	involved_in	GO:0048662	negative regulation of smooth muscle cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:D3ZVB7|ensembl:ENSRNOP00000076332	9606	Ensembl		P
UniProtKB	A8K0S8	MEIS3P2	involved_in	GO:0008284	positive regulation of cell population proliferation	ECO:0000318	IBA	PMID:21873635	FB:FBgn0001235|PANTHER:PTN000932623|UniProtKB:O14770	9606	GO_Central		P
UniProtKB	A8K1D3	A8K1D3	involved_in	GO:0007095	mitotic G2 DNA damage checkpoint signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040227	9606	InterPro		P
